solution,id,name,tactics,techniques
"McAfee ePolicy Orchestrator","e83b72a0-60dd-4d65-b1c2-582766f2f181","McAfee ePO - Infected files by source","InitialAccess","T1189"
"McAfee ePolicy Orchestrator","2e7a56fb-ffff-491c-bdee-e772f83c47e2","McAfee ePO - Infected Systems","InitialAccess","T1189 T1195"
"McAfee ePolicy Orchestrator","a65e4129-d936-4165-bc08-699f9151aa26","McAfee ePO - Long term infected systems","InitialAccess Persistence","T1189"
"McAfee ePolicy Orchestrator","1ef23489-a840-4b43-b33d-a921da24c85c","McAfee ePO - Sources with multiple threats","InitialAccess","T1189 T1195"
"McAfee ePolicy Orchestrator","5be4adb7-52ee-4416-b39d-0c03cf0fb661","McAfee ePO - Objects not scanned","DefenseEvasion","T1562"
"McAfee ePolicy Orchestrator","901e6982-39ed-4759-9451-de1a3826182f","McAfee ePO - Scan Errors","DefenseEvasion","T1562"
"McAfee ePolicy Orchestrator","80c5904d-6a36-4b7c-82d4-180023a1f8b4","McAfee ePO - Threats detected and not blocked, cleaned or deleted","Persistence PrivilegeEscalation","T1574 T1055"
"Microsoft 365","271e8881-3044-4332-a5f4-42264c2e0315","Anomalous access to other users' mailboxes","Collection","T1114.002"
"Microsoft 365","119d9e1c-afcc-4d23-b239-cdb4e7bf851c","External user added and removed in a short timeframe","Persistence","T1136"
"Microsoft 365","6fce5baf-bfc2-4c56-a6b7-9c4733fc5a45","External user from a new organisation added to Teams","Persistence","T1136"
"Microsoft 365","9891684a-1e3a-4546-9403-3439513cbc70","Mail redirect via ExO transport rule","Collection Exfiltration","T1114 T1020"
"Microsoft 365","9eb64924-ec8d-44d0-b1f2-10665150fb74","Bots added to multiple teams","Persistence Collection","T1176 T1119"
"Microsoft 365","558f15dd-3171-4b11-bf24-31c0610a20e0","User made Owner of multiple teams","PrivilegeEscalation","T1078"
"Microsoft 365","64990414-b015-4edf-bef0-343b741e68c5","Multiple Teams deleted by a single user","Impact","T1485 T1489"
"Microsoft 365","a1551ae4-f61c-4bca-9c57-4d0d681db2e9","Multiple users email forwarded to same destination","Collection Exfiltration","T1114 T1020"
"Microsoft 365","bf76e508-9282-4cf1-9cc1-5c20c3dea2ee","Previously unseen bot or application added to Teams","Persistence Collection","T1176 T1119"
"Microsoft 365","641ecd2d-27c9-4f05-8433-8205096b09fc","New Windows Reserved File","CommandAndControl","T1105"
"Microsoft 365","d49fc965-aef3-49f6-89ad-10cc4697eb5b","Office Mail Forwarding - Hunting Version","Collection Exfiltration","T1114 T1020"
"Microsoft 365","90e198a9-efb6-4719-ad89-81b8e93633a7","Files uploaded to teams and access summary","InitialAccess Exfiltration","T1199 T1102 T1078"
"Microsoft 365","3d6d0c04-7337-40cf-ace6-c471d442356d","User added to Teams and immediately uploads file","InitialAccess","T1566"
"Microsoft 365","61c28cd7-3139-4731-8ea7-2cbbeabb4684","Windows Reserved File","CommandAndControl","T1105"
"Microsoft 365","d12580c2-1474-4125-a8a3-553f50d91215","Exes with double file extension and access summary","DefenseEvasion","T1036"
"Microsoft 365","723c5f46-133f-4f1e-ada6-5c138f811d75","New Admin account activity seen which was not seen historically","PrivilegeEscalation Collection","T1078 T1114"
"Microsoft 365","e3d24cfd-b2a1-4ba7-8f80-0360892f9d57","SharePointFileOperation via previously unseen IPs","Exfiltration","T1030"
"Microsoft 365","f2367171-1514-4c67-88ef-27434b6a1093","SharePointFileOperation via devices with previously unseen user agents","Exfiltration","T1030"
"Microsoft 365","0a8f410d-38b5-4d75-90da-32b472b97230","Non-owner mailbox login activity","Collection Exfiltration","T1114 T1020"
"Microsoft 365","49a4f65a-fe18-408e-afec-042fde93d3ce","PowerShell or non-browser mailbox login activity","Execution Persistence Collection","T1059 T1098 T1114"
"Microsoft 365","e8ae1375-4640-430c-ae8e-2514d09c71eb","SharePointFileOperation via clientIP with previously unseen user agents","Exfiltration","T1030"
"MicrosoftDefenderForEndpoint","4a3073ac-7383-48a9-90a8-eb6716183a54","SUNBURST suspicious SolarWinds child processes","Execution Persistence",
"MicrosoftDefenderForEndpoint","c63ae777-d5e0-4113-8c9a-c2c9d3d09fcd","Probable AdFind Recon Tool Usage","Discovery","T1018"
"MicrosoftPurviewInsiderRiskManagement","ea5d043f-80ef-452c-a31a-b584e485b2be","Insider Risk_Entity Anomaly Followed by IRM Alert","PrivilegeEscalation","T1078"
"MicrosoftPurviewInsiderRiskManagement","12b6582f-b715-4f91-98e1-1582ebad348a","Insider Risk_ISP Anomaly to Exfil","Exfiltration","T1567"
"MicrosoftPurviewInsiderRiskManagement","3bc01058-ce23-45ba-a7e9-409d844b12dc","Insider Risk_Multiple Entity-Based Anomalies","PrivilegeEscalation","T1078"
"MicrosoftPurviewInsiderRiskManagement","3201b17a-06e1-4a8d-8157-c69345baa808","Insider Risk_Possible Sabotage","Impact","T1485"
"MicrosoftPurviewInsiderRiskManagement","45ec52c2-99e1-4de1-9adc-bae0f79d4e23","Insider Risk_Sign In Risk Followed By Sensitive Data Access","Exfiltration","T1567"
"NGINX HTTP Server","930f8b54-3bef-11ec-8d3d-0242ac130003","NGINX - Abnormal request size","Exfiltration Collection","T1530 T1537"
"NGINX HTTP Server","aaacb354-3bea-11ec-8d3d-0242ac130003","NGINX - Rare files requested ","InitialAccess","T1190 T1133"
"NGINX HTTP Server","fd2ae5f6-3bea-11ec-8d3d-0242ac130003","NGINX - Rare URLs requested","InitialAccess","T1190 T1133"
"NGINX HTTP Server","39406080-fd5f-4236-99bf-7f26ea9a89d6","NGINX - Requests from bots and crawlers","InitialAccess","T1190 T1133"
"NGINX HTTP Server","51d7d596-3beb-11ec-8d3d-0242ac130003","NGINX - Requests to unexisting files ","InitialAccess","T1190 T1133"
"NGINX HTTP Server","168428b8-3bec-11ec-8d3d-0242ac130003","NGINX - Top files requested","InitialAccess","T1190 T1133"
"NGINX HTTP Server","a7d4b6f2-3bec-11ec-8d3d-0242ac130003","NGINX - Top files with error requests ","InitialAccess","T1190 T1133"
"NGINX HTTP Server","d8dd00ec-3bec-11ec-8d3d-0242ac130003","NGINX - Top URLs client errors","Impact InitialAccess","T1498 T1190 T1133"
"NGINX HTTP Server","58ad26ee-3bed-11ec-8d3d-0242ac130003","NGINX - Top URLs server errors","Impact InitialAccess","T1498 T1190 T1133"
"NGINX HTTP Server","c8b5ce46-6f84-4944-ac89-ecaac8749b98","NGINX - Uncommon user agent strings","InitialAccess","T1190 T1133"
"Nasuni","64a3477e-d06f-4491-86a5-6f99702e267f","Nasuni File Delete Activity","Impact","T1485"
"Network Session Essentials","5dca6047-24ed-4eb7-b44e-ec7f1bf42621","Detect Outbound LDAP Traffic(ASIM Network Session schema)","InitialAccess Execution","T1071 T1059"
"Network Session Essentials","906c20c6-b62c-4af7-be91-d7300e3bded2","Detect port misuse by anomaly (ASIM Network Session schema)","CommandAndControl InitialAccess Execution","T1905 T1190 T1059 T1203"
"Network Session Essentials","70e2a349-87f0-4266-809c-e92fc71e0830","Detect port misuse by static threshold (ASIM Network Session schema)","CommandAndControl InitialAccess Execution","T1905 T1190 T1059 T1203"
"Network Session Essentials","cbe10c58-e96b-4827-853e-5c1f22fdcc74","Detects several users with the same MAC address (ASIM Network Session schema)","InitialAccess",
"Network Session Essentials","a61e9fc1-dd9e-4588-a497-2a34a1d811bf","Mismatch between Destination App ","Discovery",
"Network Session Essentials","96f9fdd1-bb5b-4d32-8790-666457dc00c0","Protocols passing authentication in cleartext (ASIM Network Session schema)","CommandAndControl","T1071"
"Network Session Essentials","6fd69768-fdf1-4cfd-805f-b243be3f0c6d","Remote Desktop Network Traffic(ASIM Network Session schema)","LateralMovement","T1021 T1021.001"
"Network Threat Protection Essentials","39156a1d-c9e3-439e-967b-be7dcba918d9","Base64 encoded IPv4 address in request url","CommandAndControl","T1071.001"
"Network Threat Protection Essentials","c46eeb45-c324-4a84-9df1-248c6d1507bb","Risky base64 encoded command in URL","CommandAndControl","T1071.001"
"Network Threat Protection Essentials","df75ac6c-7b0b-40d2-82e4-191c012f1a07","Exploit and Pentest Framework User Agent","InitialAccess CommandAndControl Execution","T1189 T1071 T1203"
"Okta Single Sign-On","5309ea6b-463c-4449-a3c4-2fc8ee0080ee","Admin privilege granted (Okta)","Persistence","T1098"
"Okta Single Sign-On","c5134bac-044d-447a-a260-d1d439653ae7","Create API Token (Okta) ","PrivilegeEscalation","T1134"
"Okta Single Sign-On","96fb9b37-e2b7-45f6-9b2a-cb9cdfd2b0fc","Initiate impersonation session (Okta) ","InitialAccess","T1195"
"Okta Single Sign-On","6a9199ec-bc32-4935-9f82-4aa848edb3fc","Okta login attempts using Legacy Auth","CredentialAccess","T1556"
"Okta Single Sign-On","37381608-bcd7-46bc-954e-1fd418023c26","Okta Login from multiple locations","CredentialAccess","T1110"
"Okta Single Sign-On","708c33ec-22a2-4739-b248-c14919500cdd","Sign-ins from Nord VPN Providers","InitialAccess","T1078"
"Okta Single Sign-On","f262fc3a-0acc-4c8b-9a73-fdc09f55fff2","Logins originating from VPS Providers","InitialAccess","T1078"
"Okta Single Sign-On","4355f601-1421-4ac4-b2ce-88f0859cc101","New device registration from unfamiliar location","Persistence","T1098"
"Okta Single Sign-On","18667b4a-18e5-4982-ba75-92ace62bc79c","Rare MFA Operations (Okta)","Persistence","T1098"
"Okta Single Sign-On","38da2aa3-4778-4d88-9178-3c5c14758b05","User password reset(Okta)","Persistence","T1098"
"Oracle Cloud Infrastructure","3bdfa923-3fc8-4651-8954-dab2bef2bdd1","OCI - Destination ports (inbound traffic)","InitialAccess","T1190"
"Oracle Cloud Infrastructure","fff09b57-24ff-4e47-8a29-6292b0310e19","OCI - Destination ports (outbound traffic)","Exfiltration","T1020"
"Oracle Cloud Infrastructure","3df69415-2dec-4457-9433-97a3c15a4b70","OCI - Launched instances","Impact","T1499"
"Oracle Cloud Infrastructure","e4353276-19a5-4833-a271-be507170269e","OCI - Update activities","Impact","T1499"
"Oracle Cloud Infrastructure","eed33749-85c4-47cc-9776-12eeb3172888","OCI - Delete operations","Impact","T1485"
"Oracle Cloud Infrastructure","4f7c20dc-702c-491d-908e-3b5f8bdc73ab","OCI - Deleted users","Impact","T1531"
"Oracle Cloud Infrastructure","c411dc09-a8ca-44f9-a594-242b5e90ada8","OCI - New users","InitialAccess Persistence","T1078"
"Oracle Cloud Infrastructure","01dc84d2-ef1d-4df6-9499-e1c4a305f01f","OCI - User source IP addresses","Impact","T1499"
"Oracle Cloud Infrastructure","51101a78-a802-4a83-ac02-ef31416ffbc7","OCI - Terminated instances","Impact","T1529"
"Oracle Cloud Infrastructure","7b17d83a-7a88-4867-accf-494736bcec50","OCI - Updated instances","DefenseEvasion","T1578"
"OracleDatabaseAudit","b43e074f-b630-4a16-80e5-138f4b6b64fb","OracleDBAudit - Action by Ip","InitialAccess DefenseEvasion Collection Impact","T1485 T1005 T1119 T1078"
"OracleDatabaseAudit","e0b49a22-1c63-4572-b913-b3f31b8e9edf","OracleDBAudit - Action by user","InitialAccess DefenseEvasion Collection Impact","T1485 T1005 T1119 T1078"
"OracleDatabaseAudit","859c26cc-a779-4259-b981-6c6bc8f6402b","OracleDBAudit - Active Users","InitialAccess DefenseEvasion","T1078"
"OracleDatabaseAudit","48fa6c2c-6e30-49e1-bc94-744212f99bfe","OracleDBAudit - Users connected to databases during non-operational hours","InitialAccess DefenseEvasion Collection Impact","T1485 T1005 T1119 T1078"
"OracleDatabaseAudit","e74b944a-c438-4949-b4d0-cdfe3a9354c9","OracleDBAudit - Dropped Tables","Impact","T1485"
"OracleDatabaseAudit","2c7bbbe1-17cb-44ec-be63-fbb37b609403","OracleDBAudit - Inactive Users","InitialAccess","T1078"
"OracleDatabaseAudit","ba5e1a88-2054-4bda-a6e0-20008148ae6e","OracleDBAudit - Audit large queries","InitialAccess DefenseEvasion","T1078"
"OracleDatabaseAudit","b8fcb5b8-254c-4d49-865e-403b8453f487","OracleDBAudit - Top tables queries","Collection","T1005 T1119"
"OracleDatabaseAudit","6be9634e-6661-4bff-98f1-4a743d7231a5","OracleDBAudit - Users with new privileges","InitialAccess PrivilegeEscalation","T1078"
"OracleDatabaseAudit","46bbb4e9-fdeb-45dc-b4df-e4cee0f90ef0","OracleDBAudit - Users Privileges Review","InitialAccess PrivilegeEscalation","T1078 "
"OracleWebLogicServer","5c2f090d-2072-4ad9-a749-394593d7091b","Oracle - Request to forbidden files","InitialAccess","T1190 T1133"
"OracleWebLogicServer","419a91d4-5741-11ec-bf63-0242ac130002","Oracle - Abnormal request size","Exfiltration Collection","T1530 T1537"
"OracleWebLogicServer","877125e6-5779-11ec-bf63-0242ac130002","Oracle - Critical event severity","InitialAccess","T1190 T1133"
"OracleWebLogicServer","41aec744-5778-11ec-bf63-0242ac130002","Oracle - Error messages","DefenseEvasion","T1070"
"OracleWebLogicServer","34d32bf0-5741-11ec-bf63-0242ac130002","Oracle - Top files requested by users with error","InitialAccess","T1190 T1133"
"OracleWebLogicServer","0a58d21c-5741-11ec-bf63-0242ac130002","Oracle - Rare user agents with client errors","InitialAccess","T1190 T1133"
"OracleWebLogicServer","f917b23e-5740-11ec-bf63-0242ac130002","Oracle - Rare URLs requested","InitialAccess","T1190 T1133"
"OracleWebLogicServer","e6c42fe0-5740-11ec-bf63-0242ac130002","Oracle - Rare user agents","InitialAccess","T1190 T1133"
"OracleWebLogicServer","b89b3474-5740-11ec-bf63-0242ac130002","Oracle - Top URLs client errors","Impact InitialAccess","T1498 T1190 T1133"
"OracleWebLogicServer","a5767caa-5740-11ec-bf63-0242ac130002","Oracle - Top URLs server errors","Impact InitialAccess","T1498 T1190 T1133"
"PaloAlto-PAN-OS","2f8522fc-7807-4f0a-b53d-458296edab8d","Palo Alto - potential beaconing detected","CommandAndControl","T1071 T1571"
"PaloAlto-PAN-OS","0a57accf-3548-4e38-a861-99687c958f59","Palo Alto - high-risk ports","InitialAccess Discovery",
"PaloAltoCDL","97760cb0-511e-11ec-bf63-0242ac130002","PaloAlto - Critical event result","InitialAccess","T1190 T1133"
"PaloAltoCDL","2af5e154-511f-11ec-bf63-0242ac130002","PaloAlto - File permission with PUT or POST request ","InitialAccess","T1190 T1133"
"PaloAltoCDL","a8887944-4c72-11ec-81d3-0242ac130003","PaloAlto - Destination ports by IPs ","InitialAccess","T1190 T1133"
"PaloAltoCDL","7cbd46ce-5121-11ec-bf63-0242ac130002","PaloAlto - Incomplete application protocol","InitialAccess","T1190 T1133"
"PaloAltoCDL","04456860-5122-11ec-bf63-0242ac130002","PaloAlto - Multiple Deny result by user","InitialAccess","T1190 T1133"
"PaloAltoCDL","555bf415-e171-4ad2-920f-1a4a96a9644c","PaloAlto - Agent versions","InitialAccess","T1190 T1133"
"PaloAltoCDL","6e4b6758-23a5-409b-a444-9bdef78e9dcc","PaloAlto - Outdated config vesions","InitialAccess","T1190 T1133"
"PaloAltoCDL","0a18756a-5123-11ec-bf63-0242ac130002","PaloAlto - Rare application layer protocols","InitialAccess","T1190 T1133"
"PaloAltoCDL","93ae5df2-4c74-11ec-81d3-0242ac130003","PaloAlto - Rare files observed ","InitialAccess","T1190 T1133"
"PaloAltoCDL","ce9d58ce-51cd-11ec-bf63-0242ac130002","PaloAlto - Rare ports by user","InitialAccess","T1190 T1133"
"PaloAltoPrismaCloud","f2e509e5-6eda-4626-a167-2875eb9c48af","Palo Alto Prisma Cloud - Access keys used","InitialAccess","T1133"
"PaloAltoPrismaCloud","21b4c55b-3a86-40a4-81c4-31945e8f7562","Palo Alto Prisma Cloud - Top sources of failed logins","InitialAccess","T1078"
"PaloAltoPrismaCloud","4c17ad45-fe78-4639-98cc-3b2fd173b053","Palo Alto Prisma Cloud - Top users by failed logins","InitialAccess","T1078"
"PaloAltoPrismaCloud","23a0867f-a522-4b34-acf4-0eadf75fc1e7","Palo Alto Prisma Cloud - High risk score opened alerts","InitialAccess","T1078"
"PaloAltoPrismaCloud","dde04bfe-7237-4205-a447-258201e369e4","Palo Alto Prisma Cloud - High severity alerts","InitialAccess","T1078"
"PaloAltoPrismaCloud","fd92609a-71bd-4da7-8388-e80147757e63","Palo Alto Prisma Cloud - New users","InitialAccess","T1078"
"PaloAltoPrismaCloud","4a09caf2-08a2-4c1d-981d-bb734de12a29","Palo Alto Prisma Cloud - Opened alerts","InitialAccess","T1078"
"PaloAltoPrismaCloud","08ab5107-5c4e-4baf-b0f4-bf75c044f8b1","Palo Alto Prisma Cloud - Top recources with alerts","InitialAccess","T1133"
"PaloAltoPrismaCloud","d0a145c5-546d-48df-a5d7-8866f3bbe24f","Palo Alto Prisma Cloud - Updated resources","InitialAccess","T1133"
"PingFederate","e309c774-8f31-41c3-b270-7efc934de96a","Ping Federate - Authentication URLs","CredentialAccess","T1110"
"PingFederate","b04e339c-942d-439a-bc27-dbee2961927c","Ping Federate - Failed Authentication","InitialAccess","T1566"
"PingFederate","a52d874d-dc45-438f-b395-92d1a3ebcf76","Ping Federate - New users","InitialAccess","T1078"
"PingFederate","31bb34b4-26f7-4b83-a667-d596e05eb28a","Ping Federate - Password reset requests","InitialAccess Persistence","T1078 T1098"
"PingFederate","86c8a38a-96bd-445d-8d12-e35b7290832b","Ping Federate - Rare source IP addresses","InitialAccess","T1078"
"PingFederate","b0a25cd9-08f4-470d-bd04-47da22810b5f","Ping Federate - SAML subjects","CredentialAccess","T1528"
"PingFederate","ce92624d-ae52-4b8e-ba36-3e5bdb6a793a","Ping Federate - Top source IP addresses","InitialAccess","T1078"
"PingFederate","378e53cd-c28a-46d7-8160-1920240bf09e","Ping Federate - Requests from unusual countries","InitialAccess","T1078"
"PingFederate","0bce5bd0-cc19-43de-a5ab-47dbc5c6c600","Ping Federate - Authentication from unusual sources","InitialAccess","T1078"
"PingFederate","6698f022-adf4-48a3-a8da-a4052ac999b4","Ping Federate - Users recently reseted password","InitialAccess Persistence","T1078 T1098"
"Prancer PenSuiteAI Integration","322591e4-5b68-4574-be00-2e1b618eab7c","Hunting Query for Failed CSPM Scan Items","Collection","T0811"
"Prancer PenSuiteAI Integration","37cb2dea-7a62-4a8d-923b-d588c6372608","Hunting Query for High Severity PAC findings","Collection","T0811"
"Proofpoint On demand(POD) Email Security","0794a162-8635-43fd-81ed-2cf2604575b1","ProofpointPOD - Emails with high score of 'adult' filter classifier value","InitialAccess",
"Proofpoint On demand(POD) Email Security","eb74aaab-ebf4-4763-9b03-b1a33fe48600","ProofpointPOD - Emails with high score of 'malware' filter classifier value","InitialAccess",
"Proofpoint On demand(POD) Email Security","a0d56fcd-edb3-46f1-aaa3-12d606a48ff1","ProofpointPOD - Emails with high score of 'phish' filter classifier value","InitialAccess",
"Proofpoint On demand(POD) Email Security","c9ff3690-b754-4c91-b866-4d07098da074","ProofpointPOD - Emails with high score of 'spam' filter classifier value","InitialAccess",
"Proofpoint On demand(POD) Email Security","bc619ce8-0807-4b13-93ea-0d7b79c7ee68","ProofpointPOD - Emails with high score of 'suspect' filter classifier value","InitialAccess",
"Proofpoint On demand(POD) Email Security","dd9674cf-898b-4c80-96f1-f70bec66e6fc","ProofpointPOD - Large size outbound emails","Exfiltration",
"Proofpoint On demand(POD) Email Security","d324e435-31d3-4aa3-907c-76f4917820a9","ProofpointPOD - Recipients with high number of discarded or rejected emails","InitialAccess",
"Proofpoint On demand(POD) Email Security","c334e1e8-a7da-4c23-a9c0-fdda26b07606","ProofpointPOD - Recipients with large number of corrupted emails","InitialAccess",
"Proofpoint On demand(POD) Email Security","af7f133a-5fed-4ebf-8272-4330c884c7ca","ProofpointPOD - Senders with large number of corrupted messages","InitialAccess",
"Proofpoint On demand(POD) Email Security","7b281f4a-6a9a-439f-8b4f-f08eb24f2fb7","ProofpointPOD - Suspicious file types in attachments","InitialAccess",
"Recorded Future","d641a534-ead8-41aa-a7c8-2b35e6b64c9f","RecordedFuture Threat Hunting Domain All Actors",,
"Recorded Future","905da21a-c7d2-4f5b-b8fc-c8321da3ee83","RecordedFuture Threat Hunting Hash All Actors",,
"Recorded Future","7b5eb44d-3533-440e-9774-73a4d99bc2b2","RecordedFuture Threat Hunting IP All Actors",,
"Recorded Future","dbc2438a-0d16-4890-aaae-cbe0dc433b08","RecordedFuture Threat Hunting URL All Actors",,
"SecurityThreatEssentialSolution","f347ff55-6443-46b6-9abb-4f8f9b3209f8","Threat Essentials - Signins From VPS Providers","InitialAccess","T1078"
"SecurityThreatEssentialSolution","1eaad895-7796-466b-8bf3-cec0fa78d0e4","Threat Essentials - Signins from Nord VPN Providers","InitialAccess","T1078"
"SenservaPro","1BDB9A37-DC72-4C5A-A222-08443865DC0D","Application not using client credentials","Impact","T1529 T1485"
"SenservaPro","95226772-981E-41AB-80E3-5B6A6F1D26D9","Azure secure score admin MFA V2","Impact","T1529 T1498"
"SenservaPro","E7BDD9F9-CB83-46E3-9A8E-F14198D3C530","Azure secure score block legacy authentication","CredentialAccess","T1212 T1556"
"SenservaPro","0810700D-F0E9-44AE-874F-45985921EFDE","Azure secure score integrated apps","Exfiltration","T1020"
"SenservaPro","6111B528-DA13-4FA0-A2E6-4CB32D943F58","Azure secure score MFA registration V2","CredentialAccess","T1056"
"SenservaPro","27982ECB-493E-4DAE-BB21-6F0B77B25526","Azure secure score one admin","Impact","T1529"
"SenservaPro","54F23B1D-F8D3-46C5-85F9-24126446A688","Azure secure score PW age policy new","CredentialAccess","T1555 T1606 T1040"
"SenservaPro","AD9CDDB0-6DAA-4616-A397-B9DF7D6082F4","Azure secure score role overlap","Impact","T1529"
"SenservaPro","EF37B9A3-C792-4F2F-8A4E-F8416DE43455","Azure Secure Score Self Service Password Reset","Impact","T1529"
"SenservaPro","28C19364-EF24-4798-A656-D9C798559D98","Azure secure score sign in risk policy","Impact","T1529"
"SenservaPro","B91AC293-3855-4AB6-A9EE-E107930765D7","Azure secure score user risk policy","Impact","T1529"
"SenservaPro","9B6558C4-BA23-40AC-B95F-42F8A29A3B35","Non-admin guest","InitialAccess","T1078"
"SenservaPro","B604620B-0D87-4FFD-BE2E-7E40E81CE559","Service principal not using client credentials","InitialAccess","T1078"
"SenservaPro","29AEBD0F-25AE-4D81-B0C2-2FB7F45F0340","Stale last password change","InitialAccess","T1566"
"SenservaPro","4CA722E6-B165-42CD-8EB2-88304A0FC3DA","UserAccountDisabled","InitialAccess","T1078"
"SentinelOne","7fc83c11-1d80-4d1e-9d4b-4f48bbf77abe","Sentinel One - Agent not updated","DefenseEvasion","T1070"
"SentinelOne","4b2ed4b6-10bf-4b2c-b31e-ae51b575dfd4","Sentinel One - Agent status","DefenseEvasion","T1070"
"SentinelOne","660e92b5-1ef6-471f-b753-44a34af82c41","Sentinel One - Alert triggers (files, processes,strings)","InitialAccess","T1204"
"SentinelOne","e45ff570-e8a6-4f8e-9c08-7ee92ef86060","Sentinel One - Hosts not scanned recently","DefenseEvasion","T1070"
"SentinelOne","9c3a38e4-0975-4f96-82ee-90ce68bec76a","Sentinel One - New rules","DefenseEvasion","T1562"
"SentinelOne","8d1ca735-e29a-4bea-a2ec-93162790b686","Sentinel One - Deleted rules","DefenseEvasion","T1070"
"SentinelOne","17c77743-8bdb-4d29-a3cb-a7a08676122f","Sentinel One - Scanned hosts","DefenseEvasion","T1070"
"SentinelOne","acd0a127-461e-48c8-96fa-27d14595abe0","Sentinel One - Sources by alert count","InitialAccess","T1204"
"SentinelOne","f3a7cedd-6fc3-4661-a0ad-c1738e531917","Sentinel One - Uninstalled agents","DefenseEvasion","T1070"
"SentinelOne","56500e23-4e64-45a5-a444-98a1acb2f700","Sentinel One - Users by alert count","InitialAccess","T1204"
"SlackAudit","cefd7f18-9359-4a99-bd18-965983bb724d","SlackAudit - Applications installed","InitialAccess","T1133"
"SlackAudit","f2b2cd0d-6190-44aa-8e0e-265de45ee379","SlackAudit - Deactivated users","Impact","T1531"
"SlackAudit","7865b00c-26c8-46db-9422-bb9e4ee696ac","SlackAudit - Downloaded files stats","InitialAccess","T1189 T1133"
"SlackAudit","b62b5a97-41e5-47cb-9b90-aa079f65f0c0","SlackAudit - Failed logins with unknown user","CredentialAccess","T1110"
"SlackAudit","d65400c2-50a3-46cc-b3e6-1cb72b953e72","SlackAudit - New User created","Persistence","T1136"
"SlackAudit","31e54776-f2db-4465-b951-410880e009ad","SlackAudit - Suspicious files downloaded","InitialAccess","T1189"
"SlackAudit","aa9bc100-012a-4348-820d-06606fc11299","SlackAudit - Uploaded files stats","Exfiltration","T1048"
"SlackAudit","85850974-acbf-47bd-a635-4e3511b553c0","SlackAudit - User logins by IP","InitialAccess Persistence","T1078"
"SlackAudit","7adbe474-debf-47c2-9d76-49efd4d2953b","SlackAudit - User Permission Changed ","PrivilegeEscalation","T1078"
"SlackAudit","ef815b70-e6f6-427b-ac9f-56d73472c4c3","SlackAudit - Users joined channels without invites","InitialAccess Persistence","T1133"
"Snowflake","6aae5700-79da-4b41-98cc-f77bf7489f01","Snowflake - Privileged users' source IP addresses","InitialAccess","T1078"
"Snowflake","09cc7b43-2ea1-464f-a72c-2ec187405505","Snowflake - Deleted databases","Impact","T1485"
"Snowflake","5736df91-ec99-4fb2-b162-a17607d20ee8","Snowflake - Deleted tables","Impact","T1485"
"Snowflake","fcc5f12b-bfa7-45f1-8722-a72eb77a5a4a","Snowflake - Rarely used account ","InitialAccess","T1078"
"Snowflake","b4a062d1-c95b-4b55-b984-a7efbc2e3a0f","Snowflake - Failed logins","InitialAccess","T1078"
"Snowflake","6e8315eb-86a0-4a15-925d-a36c29d13bbd","Snowflake - Credit consuming queries","Impact","T1499"
"Snowflake","8f8a8ac1-82aa-4569-b3ec-46dbf2676bf0","Snowflake - Time consuming queries","Impact","T1499"
"Snowflake","98f57314-b6d3-4f3a-8e10-c691d8c946d5","Snowflake - Unknown query type","Impact","T1499"
"Snowflake","112311cc-6361-4c56-9520-1147371b01ac","Snowflake - Rarely used privileged users","InitialAccess","T1078"
"Snowflake","169b4c88-10f5-42c2-a45f-0959689ca22a","Snowflake - Users' source IP addresses","InitialAccess","T1078"
"SonicWall Firewall","dedb8fb9-3caa-4b00-ae88-1898eed78917","Outbound SSH/SCP Connections","Exfiltration","T1020 T1048"
"Syslog","1ef1c38f-26dd-4e28-b884-5b3665352648","Crypto currency miners EXECVE","Persistence Execution","T1059 T1053"
"Syslog","005d6e3c-7453-46f6-aef3-f59695594545","Suspicious crytocurrency mining related threat activity detected","DefenseEvasion","T1489"
"Syslog","d0ae35df-0eaf-491f-b23e-8190e4f3ffe9","Rare process running on a Linux host","Execution Persistence","T1059 T1053 T1037"
"Syslog","0d298a1d-1a08-4f4b-8b28-687bfe0012e8","SCX Execute RunAs Providers","InitialAccess Execution","T1190 T1203"
"Syslog","eb09da09-6f6c-4502-bf74-f7b9f1343539","Linux scheduled task Aggregation","Persistence Execution","T1059 T1053 T1037"
"Syslog","6f0f1821-5981-408a-930b-8b2ca60e9e6c","Editing Linux scheduled tasks through Crontab","Persistence Execution","T1059 T1053 T1037"
"Syslog","7aaa7675-1580-47d8-a404-039cb7284279","Squid commonly abused TLDs","CommandAndControl","T1568 T1008"
"Syslog","edbeec9f-86b9-475d-8a42-cc7b95ad2baa","Squid malformed requests","Discovery","T1046"
"Syslog","e472c490-4792-4f12-8b6b-6ab3e0404d35","Squid data volume timeseries anomalies","CommandAndControl Exfiltration","T1071 T1030"
"Threat Intelligence","410da56d-4a63-4d22-b68c-9fb1a303be6d","TI Map File Entity to OfficeActivity Event","Impact",
"Threat Intelligence","233441b9-cc92-4c9b-87fa-73b855fcd4b8","TI Map File Entity to Security Event","Impact",
"Threat Intelligence","18f7de84-de55-4983-aca3-a18bc846b4e0","TI Map File Entity to Syslog Event","Impact",
"Threat Intelligence","172a321b-c46b-4508-87c6-e2691c778107","TI Map File Entity to VMConnection Event","Impact",
